date,StockID,close,变动日,信用等级
2020-01-02 14:45:00,SZ123030,109.386,20210624,AA-
2020-01-02 14:45:00,SZ123031,162.798,20250606,A+
2020-01-02 14:45:00,SZ123032,102.4,20200616,A+
2020-01-02 14:45:00,SZ123033,111.546,20210514,AA-
2020-01-02 14:45:00,SZ123034,106.733,20250619,A+
2020-01-02 14:45:00,SZ123035,129.81,20240607,AA+
2020-01-02 14:45:00,SZ127003,104.458,20220225,AA-
2020-01-02 14:45:00,SZ127004,96.018,20230103,AA-
2020-01-02 14:45:00,SZ127005,122.62,20230620,AAA
2020-01-02 14:45:00,SZ127006,111.7,20230606,AA+
2020-01-02 14:45:00,SZ127007,114.601,20230619,AA+
2020-01-02 14:45:00,SZ127008,201.8,20200622,AA
2020-01-02 14:45:00,SZ127011,113.203,20210628,AA+
2020-01-02 14:45:00,SZ127012,116.3,20230524,AAA
2020-01-02 14:45:00,SZ127013,123.34,20220518,AA
2020-01-02 14:45:00,SZ127014,117.301,20240528,AA+
2020-01-02 14:45:00,SZ128010,105.501,20200427,AA
2020-01-02 14:45:00,SZ128012,99.527,20200624,A
2020-01-02 14:45:00,SZ128013,97.4,20220628,CCC
2020-01-02 14:45:00,SZ128014,100.303,20220624,AA-
2020-01-02 14:45:00,SZ128015,98.998,20220620,A
2020-01-02 14:45:00,SZ128016,131.5,20190424,AA+
2020-01-02 14:45:00,SZ128017,125.7,20230620,AA
2020-01-02 14:45:00,SZ128018,99.598,20210623,AA
2020-01-02 14:45:00,SZ128019,128.597,20200525,AA
2020-01-02 14:45:00,SZ128021,114.03,20230526,AA
2020-01-02 14:45:00,SZ128022,105.699,20220615,BBB
2020-01-02 14:45:00,SZ128023,94.453,20230615,AA
2020-01-02 14:45:00,SZ128025,111.957,20230621,AA-
2020-01-02 14:45:00,SZ128026,93.176,20230518,AA-
2020-01-02 14:45:00,SZ128028,120.651,20200616,AA
2020-01-02 14:45:00,SZ128029,131.39,20220614,AA+
2020-01-02 14:45:00,SZ128030,163.001,20230628,AA
2020-01-02 14:45:00,SZ128032,102.4,20210526,AA
2020-01-02 14:45:00,SZ128033,104.88,20230427,AA
2020-01-02 14:45:00,SZ128034,115.2,20230525,AA+
2020-01-02 14:45:00,SZ128035,116.8,20230609,AA+
2020-01-02 14:45:00,SZ128036,110.0,20240131,A-
2020-01-02 14:45:00,SZ128037,96.932,20240202,AA
2020-01-02 14:45:00,SZ128039,115.147,20230627,A+
2020-01-02 14:45:00,SZ128040,109.842,20220627,AA
2020-01-02 14:45:00,SZ128041,136.999,20240614,A+
2020-01-02 14:45:00,SZ128042,104.0,20240613,AA-
2020-01-02 14:45:00,SZ128043,228.35,20200622,AA
2020-01-02 14:45:00,SZ128044,103.665,20240822,C
2020-01-02 14:45:00,SZ128045,118.698,20200529,AAA
2020-01-02 14:45:00,SZ128046,114.32,20220425,AA
2020-01-02 14:45:00,SZ128048,118.67,20240611,AA+
2020-01-02 14:45:00,SZ128049,107.889,20240527,AA-
2020-01-02 14:45:00,SZ128050,100.106,20210510,AA-
2020-01-02 14:45:00,SZ128051,113.658,20210625,AA-
2020-01-02 14:45:00,SZ128052,176.69,20200721,AA
2020-01-02 14:45:00,SZ128053,107.699,20240620,AA
2020-01-02 14:45:00,SZ128054,125.58,20200605,A+
2020-01-02 14:45:00,SZ128055,122.023,20190423,AA
2020-01-02 14:45:00,SZ128056,101.8,20240625,A+
2020-01-02 14:45:00,SZ128057,120.3,20210513,AA-
2020-01-02 14:45:00,SZ128058,121.0,20200527,AA
2020-01-02 14:45:00,SZ128059,127.0,20200624,AA
2020-01-02 14:45:00,SZ128062,89.599,20240529,CCC
2020-01-02 14:45:00,SZ128063,110.31,20240619,AA-
2020-01-02 14:45:00,SZ128064,101.8,20210628,AA
2020-01-02 14:45:00,SZ128065,111.173,20200529,AA
2020-01-02 14:45:00,SZ128066,114.345,20240621,AA-
2020-01-02 14:45:00,SZ128067,115.112,20200603,AA
2020-01-02 14:45:00,SZ128069,107.3,20220617,AA-
2020-01-02 14:45:00,SZ128070,106.026,20250623,A+
2020-01-02 14:45:00,SZ128071,112.2,20250623,AA
2020-01-02 14:45:00,SZ128072,111.999,20250126,A-
2020-01-02 14:45:00,SZ128073,108.803,20220617,AA-
2020-01-02 14:45:00,SZ128074,145.99,20250623,AA-
2020-01-02 14:45:00,SZ128075,119.46,20230619,AA
2020-01-02 14:45:00,SZ128076,113.01,20250609,AA-
2020-01-02 14:45:00,SZ128077,124.411,20200622,AA-
2020-01-02 14:45:00,SZ128078,136.79,20220607,AA
2020-01-02 14:45:00,SZ128079,127.698,20230628,A-
2020-01-02 14:45:00,SZ128080,119.781,20200521,AAA
2020-01-02 14:45:00,SZ128081,116.999,20250625,AA
2020-01-02 14:45:00,SZ128083,120.012,20240626,AA
2020-01-02 14:46:00,SH110031,126.01,20210525,AAA
2020-01-02 14:46:00,SH110033,116.85,20210521,AAA
2020-01-02 14:46:00,SH110034,108.93,20210625,AA+
2020-01-02 14:46:00,SH110038,108.81,20220606,AA
2020-01-02 14:46:00,SH110041,119.9,20210624,AAA
2020-01-02 14:46:00,SH110042,120.4,20200520,AAA
2020-01-02 14:46:00,SH110043,111.7,20230526,AA+
2020-01-02 14:46:00,SH110044,144.0,20231229,AA
2020-01-02 14:46:00,SH110045,102.6,20230601,AA+
2020-01-02 14:46:00,SH110047,123.5,20241024,AA
2020-01-02 14:46:00,SH110048,123.09,20240612,AA+
2020-01-02 14:46:00,SH110050,128.3,20190606,AA
2020-01-02 14:46:00,SH110051,110.78,20210804,AA+
2020-01-02 14:46:00,SH110052,119.6,20240626,AA+
2020-01-02 14:46:00,SH110053,118.95,20230619,AAA
2020-01-02 14:46:00,SH110055,115.0,20240620,AA
2020-01-02 14:46:00,SH110056,120.8,20220623,AA+
2020-01-02 14:46:00,SH110057,111.53,20230526,AAA
2020-01-02 14:46:00,SH110058,106.86,20240612,AA-
2020-01-02 14:46:00,SH110059,111.03,20250526,AAA
2020-01-02 14:46:00,SH110060,120.65,20250609,AA
2020-01-02 14:46:00,SH110061,122.36,20230619,AAA
2020-01-02 14:46:00,SH110062,127.32,20250625,AAA
2020-01-02 14:46:00,SH113008,116.37,20200515,AAA
2020-01-02 14:46:00,SH113009,117.21,20210524,AAA
2020-01-02 14:46:00,SH113011,126.75,20220523,AAA
2020-01-02 14:46:00,SH113012,107.0,20210610,AA
2020-01-02 14:46:00,SH113013,124.72,20230522,AAA
2020-01-02 14:46:00,SH113014,102.2,20210621,AA
2020-01-02 14:46:00,SH113016,99.96,20220805,AA-
2020-01-02 14:46:00,SH113017,102.44,20230621,AA+
2020-01-02 14:46:00,SH113019,130.75,20200605,AA+
2020-01-02 14:46:00,SH113020,128.34,20200608,AA+
2020-01-02 14:46:00,SH113021,114.26,20240513,AAA
2020-01-02 14:46:00,SH113022,119.9,20200514,AAA
2020-01-02 14:46:00,SH113024,107.31,20240620,AAA
2020-01-02 14:46:00,SH113025,116.82,20230619,AA
2020-01-02 14:46:00,SH113026,108.81,20210623,AAA
2020-01-02 14:46:00,SH113027,107.92,20230626,A
2020-01-02 14:46:00,SH113028,123.0,20200609,AAA
2020-01-02 14:46:00,SH113502,99.97,20220531,AA-
2020-01-02 14:46:00,SH113503,138.48,20190606,AA
2020-01-02 14:46:00,SH113504,118.0,20230613,AA
2020-01-02 14:46:00,SH113505,103.75,20230621,AA
2020-01-02 14:46:00,SH113508,109.26,20210617,AA
2020-01-02 14:46:00,SH113509,120.1,20210521,AA
2020-01-02 14:46:00,SH113511,122.83,20190614,AA-
2020-01-02 14:46:00,SH113514,110.8,20200616,A+
2020-01-02 14:46:00,SH113515,117.21,20190605,AA
2020-01-02 14:46:00,SH113516,114.37,20240627,AA+
2020-01-02 14:46:00,SH113518,130.51,20200618,AA
2020-01-02 14:46:00,SH113519,112.32,20240625,AA
2020-01-02 14:46:00,SH113520,154.44,20200618,AA-
2020-01-02 14:46:00,SH113521,124.84,20200623,AA
2020-01-02 14:46:00,SH113524,104.69,20240510,AA-
2020-01-02 14:46:00,SH113525,108.65,20220622,AA
2020-01-02 14:46:00,SH113526,134.49,20240801,AA+
2020-01-02 14:46:00,SH113527,92.69,20240624,AA
2020-01-02 14:46:00,SH113528,102.5,20210521,AA-
2020-01-02 14:46:00,SH113530,113.41,20240621,AA-
2020-01-02 14:46:00,SH113531,126.6,20190624,AA
2020-01-02 14:46:00,SH113532,106.54,20240621,AA+
2020-01-02 14:46:00,SH113534,114.5,20241023,AA-
2020-01-02 14:46:00,SH113535,102.27,20230625,AA-
2020-01-02 14:46:00,SH113536,111.0,20210524,AA
2020-01-02 14:46:00,SH113537,121.88,20240624,AA-
2020-01-02 14:46:00,SH113541,106.8,20220530,AA-
2020-01-02 14:46:00,SH113542,113.4,20250624,AA
2020-01-02 14:46:00,SH113543,127.82,20210617,AA
2020-01-02 14:46:00,SH113544,119.5,20200611,AA
2020-01-02 14:46:00,SH113545,114.76,20250520,AA-
2020-01-02 14:46:00,SH113546,105.34,20240605,A+
2020-01-02 14:46:00,SH113547,124.5,20200623,AA
2020-01-02 14:46:00,SH113548,139.51,20220607,AA-
2020-01-02 14:46:00,SH113549,110.3,20250624,AA
2020-01-02 14:46:00,SH113550,129.2,20210611,AA-
2020-01-02 14:46:00,SH113551,131.65,20200514,AA
2020-01-02 14:46:00,SZ123002,130.4,20230519,AA
2020-01-02 14:46:00,SZ123004,102.368,20230619,AA
2020-01-02 14:46:00,SZ123007,113.0,20210625,AA-
2020-01-02 14:46:00,SZ123010,105.802,20240625,A
2020-01-02 14:46:00,SZ123011,125.803,20240625,AA-
2020-01-02 14:46:00,SZ123012,123.62,20240605,AA-
2020-01-02 14:46:00,SZ123013,103.82,20240429,A+
2020-01-02 14:46:00,SZ123014,111.12,20230621,A+
2020-01-02 14:46:00,SZ123015,114.52,20230606,CC
2020-01-02 14:46:00,SZ123017,144.502,20200521,AA-
2020-01-02 14:46:00,SZ123018,122.152,20240621,AA-
2020-01-02 14:46:00,SZ123020,130.137,20200604,AA-
2020-01-02 14:46:00,SZ123021,122.0,20190624,AA
2020-01-02 14:46:00,SZ123022,180.3,20240614,AA
2020-01-02 14:46:00,SZ123023,102.04,20220624,AA-
2020-01-02 14:46:00,SZ123024,102.503,20210624,A+
2020-01-02 14:46:00,SZ123025,125.38,20240620,AA-
2020-01-02 14:46:00,SZ123026,110.604,20200618,AA-
2020-01-02 14:46:00,SZ123027,127.4,20220621,A+
2020-01-02 14:46:00,SZ123028,104.533,20210622,A+
2020-01-02 14:46:00,SZ123029,118.9,20250623,AA
2020-01-02 14:46:00,SZ123030,109.397,20210624,AA-
2020-01-02 14:46:00,SZ123031,162.63,20250606,A+
2020-01-02 14:46:00,SZ123032,102.4,20200616,A+
2020-01-02 14:46:00,SZ123033,111.522,20210514,AA-
2020-01-02 14:46:00,SZ123034,106.8,20250619,A+
2020-01-02 14:46:00,SZ123035,129.81,20240607,AA+
2020-01-02 14:46:00,SZ127003,104.469,20220225,AA-
2020-01-02 14:46:00,SZ127004,96.107,20230103,AA-
2020-01-02 14:46:00,SZ127005,122.5,20230620,AAA
2020-01-02 14:46:00,SZ127006,111.701,20230606,AA+
2020-01-02 14:46:00,SZ127007,114.601,20230619,AA+
2020-01-02 14:46:00,SZ127008,201.8,20200622,AA
2020-01-02 14:46:00,SZ127011,113.203,20210628,AA+
2020-01-02 14:46:00,SZ127012,116.3,20230524,AAA
2020-01-02 14:46:00,SZ127013,123.35,20220518,AA
2020-01-02 14:46:00,SZ127014,117.301,20240528,AA+
2020-01-02 14:46:00,SZ128010,105.501,20200427,AA
2020-01-02 14:46:00,SZ128012,99.527,20200624,A
2020-01-02 14:46:00,SZ128013,97.401,20220628,CCC
2020-01-02 14:46:00,SZ128014,100.3,20220624,AA-
2020-01-02 14:46:00,SZ128015,98.998,20220620,A
2020-01-02 14:46:00,SZ128016,131.5,20190424,AA+
2020-01-02 14:46:00,SZ128017,125.7,20230620,AA
2020-01-02 14:46:00,SZ128018,99.598,20210623,AA
2020-01-02 14:46:00,SZ128019,128.597,20200525,AA
2020-01-02 14:46:00,SZ128021,114.03,20230526,AA
2020-01-02 14:46:00,SZ128022,105.699,20220615,BBB
2020-01-02 14:46:00,SZ128023,94.45,20230615,AA
2020-01-02 14:46:00,SZ128025,111.888,20230621,AA-
2020-01-02 14:46:00,SZ128026,93.17,20230518,AA-
2020-01-02 14:46:00,SZ128028,120.651,20200616,AA
2020-01-02 14:46:00,SZ128029,131.15,20220614,AA+
2020-01-02 14:46:00,SZ128030,162.868,20230628,AA
2020-01-02 14:46:00,SZ128032,102.4,20210526,AA
2020-01-02 14:46:00,SZ128033,104.88,20230427,AA
2020-01-02 14:46:00,SZ128034,115.16,20230525,AA+
2020-01-02 14:46:00,SZ128035,117.0,20230609,AA+
2020-01-02 14:46:00,SZ128036,110.011,20240131,A-
2020-01-02 14:46:00,SZ128037,96.932,20240202,AA
2020-01-02 14:46:00,SZ128039,115.147,20230627,A+
2020-01-02 14:46:00,SZ128040,109.844,20220627,AA
2020-01-02 14:46:00,SZ128041,136.999,20240614,A+
2020-01-02 14:46:00,SZ128042,104.0,20240613,AA-
2020-01-02 14:46:00,SZ128043,228.69,20200622,AA
2020-01-02 14:46:00,SZ128044,103.665,20240822,C
2020-01-02 14:46:00,SZ128045,118.998,20200529,AAA
2020-01-02 14:46:00,SZ128046,114.32,20220425,AA
2020-01-02 14:46:00,SZ128048,118.67,20240611,AA+
2020-01-02 14:46:00,SZ128049,107.889,20240527,AA-
2020-01-02 14:46:00,SZ128050,100.107,20210510,AA-
2020-01-02 14:46:00,SZ128051,113.658,20210625,AA-
2020-01-02 14:46:00,SZ128052,176.58,20200721,AA
2020-01-02 14:46:00,SZ128053,107.65,20240620,AA
2020-01-02 14:46:00,SZ128054,125.384,20200605,A+
2020-01-02 14:46:00,SZ128055,122.023,20190423,AA
2020-01-02 14:46:00,SZ128056,101.8,20240625,A+
2020-01-02 14:46:00,SZ128057,120.291,20210513,AA-
2020-01-02 14:46:00,SZ128058,121.0,20200527,AA
2020-01-02 14:46:00,SZ128059,127.0,20200624,AA
2020-01-02 14:46:00,SZ128062,89.598,20240529,CCC
2020-01-02 14:46:00,SZ128063,110.323,20240619,AA-
2020-01-02 14:46:00,SZ128064,101.8,20210628,AA
2020-01-02 14:46:00,SZ128065,111.181,20200529,AA
2020-01-02 14:46:00,SZ128066,114.346,20240621,AA-
2020-01-02 14:46:00,SZ128067,115.112,20200603,AA
2020-01-02 14:46:00,SZ128069,107.27,20220617,AA-
2020-01-02 14:46:00,SZ128070,106.026,20250623,A+
2020-01-02 14:46:00,SZ128071,112.2,20250623,AA
2020-01-02 14:46:00,SZ128072,111.999,20250126,A-
2020-01-02 14:46:00,SZ128073,108.803,20220617,AA-
2020-01-02 14:46:00,SZ128074,146.0,20250623,AA-
2020-01-02 14:46:00,SZ128075,119.46,20230619,AA
2020-01-02 14:46:00,SZ128076,112.838,20250609,AA-
2020-01-02 14:46:00,SZ128077,124.411,20200622,AA-
2020-01-02 14:46:00,SZ128078,136.79,20220607,AA
2020-01-02 14:46:00,SZ128079,127.578,20230628,A-
2020-01-02 14:46:00,SZ128080,119.8,20200521,AAA
2020-01-02 14:46:00,SZ128081,116.99,20250625,AA
2020-01-02 14:46:00,SZ128083,120.05,20240626,AA
2020-01-02 14:47:00,SH110031,126.01,20210525,AAA
2020-01-02 14:47:00,SH110033,116.66,20210521,AAA
2020-01-02 14:47:00,SH110034,108.93,20210625,AA+
2020-01-02 14:47:00,SH110038,108.81,20220606,AA
2020-01-02 14:47:00,SH110041,119.9,20210624,AAA
2020-01-02 14:47:00,SH110042,120.4,20200520,AAA
2020-01-02 14:47:00,SH110043,111.7,20230526,AA+
2020-01-02 14:47:00,SH110044,143.78,20231229,AA
2020-01-02 14:47:00,SH110045,102.6,20230601,AA+
2020-01-02 14:47:00,SH110047,123.7,20241024,AA
2020-01-02 14:47:00,SH110048,123.19,20240612,AA+
2020-01-02 14:47:00,SH110050,128.31,20190606,AA
2020-01-02 14:47:00,SH110051,110.78,20210804,AA+
2020-01-02 14:47:00,SH110052,119.6,20240626,AA+
2020-01-02 14:47:00,SH110053,118.95,20230619,AAA
2020-01-02 14:47:00,SH110055,115.0,20240620,AA
2020-01-02 14:47:00,SH110056,120.42,20220623,AA+
2020-01-02 14:47:00,SH110057,111.64,20230526,AAA
2020-01-02 14:47:00,SH110058,106.9,20240612,AA-
2020-01-02 14:47:00,SH110059,111.02,20250526,AAA
2020-01-02 14:47:00,SH110060,120.8,20250609,AA
2020-01-02 14:47:00,SH110061,122.36,20230619,AAA
2020-01-02 14:47:00,SH110062,127.5,20250625,AAA
2020-01-02 14:47:00,SH113008,116.38,20200515,AAA
2020-01-02 14:47:00,SH113009,117.06,20210524,AAA
2020-01-02 14:47:00,SH113011,126.75,20220523,AAA
2020-01-02 14:47:00,SH113012,107.0,20210610,AA
2020-01-02 14:47:00,SH113013,124.71,20230522,AAA
2020-01-02 14:47:00,SH113014,102.2,20210621,AA
2020-01-02 14:47:00,SH113016,99.96,20220805,AA-
2020-01-02 14:47:00,SH113017,102.44,20230621,AA+
2020-01-02 14:47:00,SH113019,131.0,20200605,AA+
2020-01-02 14:47:00,SH113020,128.4,20200608,AA+
2020-01-02 14:47:00,SH113021,114.26,20240513,AAA
2020-01-02 14:47:00,SH113022,119.9,20200514,AAA
2020-01-02 14:47:00,SH113024,107.31,20240620,AAA
2020-01-02 14:47:00,SH113025,116.82,20230619,AA
2020-01-02 14:47:00,SH113026,108.8,20210623,AAA
2020-01-02 14:47:00,SH113027,107.92,20230626,A
2020-01-02 14:47:00,SH113028,123.01,20200609,AAA
2020-01-02 14:47:00,SH113502,99.8,20220531,AA-
2020-01-02 14:47:00,SH113503,138.2,20190606,AA
2020-01-02 14:47:00,SH113504,118.0,20230613,AA
2020-01-02 14:47:00,SH113505,103.75,20230621,AA
2020-01-02 14:47:00,SH113508,109.26,20210617,AA
2020-01-02 14:47:00,SH113509,120.1,20210521,AA
2020-01-02 14:47:00,SH113511,122.83,20190614,AA-
2020-01-02 14:47:00,SH113514,110.8,20200616,A+
2020-01-02 14:47:00,SH113515,117.21,20190605,AA
2020-01-02 14:47:00,SH113516,114.53,20240627,AA+
2020-01-02 14:47:00,SH113518,130.51,20200618,AA
